"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Pennsylvania"	"42"	"NonCore (non-metro)"	"6"	"2014"	"2014"	1113	412333	269.93	180.27
	"Pennsylvania"	"42"	"NonCore (non-metro)"	"6"	"2015"	"2015"	1190	410575	289.84	191.43
	"Pennsylvania"	"42"	"NonCore (non-metro)"	"6"	"2016"	"2016"	1181	406150	290.78	187.12
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"1999"	"1999"	1818	616607	294.84	244.83
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2000"	"2000"	1924	621602	309.52	256.24
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2001"	"2001"	1891	626935	301.63	251.18
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2002"	"2002"	1947	632252	307.95	258.64
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2003"	"2003"	1839	636149	289.08	241.78
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2004"	"2004"	1812	638358	283.85	236.01
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2005"	"2005"	1846	635060	290.68	239.78
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2006"	"2006"	1609	631691	254.71	207.11
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2007"	"2007"	1616	629110	256.87	208.03
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2008"	"2008"	1574	627889	250.68	201.61
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2009"	"2009"	1421	626304	226.89	180.87
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2010"	"2010"	1354	626667	216.06	170.92
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2011"	"2011"	1414	626709	225.62	176.32
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2012"	"2012"	1399	628323	222.66	174.12
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2013"	"2013"	1376	628600	218.90	170.51
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2014"	"2014"	1370	631974	216.78	168.84
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2015"	"2015"	1342	633473	211.85	164.53
	"Rhode Island"	"44"	"Large Central Metro"	"1"	"2016"	"2016"	1352	633673	213.36	164.59
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"1999"	"1999"	1190	423795	280.80	244.52
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2000"	"2000"	1191	426717	279.11	240.94
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2001"	"2001"	1185	430207	275.45	234.46
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2002"	"2002"	1162	433743	267.90	222.76
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2003"	"2003"	1172	435193	269.31	218.84
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2004"	"2004"	1157	436221	265.23	212.21
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2005"	"2005"	1159	432856	267.76	209.72
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2006"	"2006"	1109	431405	257.07	194.26
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2007"	"2007"	1135	428205	265.06	197.76
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2008"	"2008"	1083	427114	253.56	183.64
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2009"	"2009"	990	427342	231.66	164.88
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2010"	"2010"	968	425900	227.28	162.80
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2011"	"2011"	976	424593	229.87	157.10
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2012"	"2012"	961	421969	227.74	153.79
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2013"	"2013"	988	422911	233.62	154.85
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2014"	"2014"	971	423199	229.44	151.28
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2015"	"2015"	1029	422825	243.36	155.25
	"Rhode Island"	"44"	"Large Fringe Metro"	"2"	"2016"	"2016"	904	422753	213.84	137.48
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"1999"	"1999"	693	256550	270.12	310.94
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2000"	"2000"	661	260033	254.20	291.70
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2001"	"2001"	660	265417	248.67	285.74
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2002"	"2002"	637	270386	235.59	270.30
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2003"	"2003"	607	275268	220.51	248.30
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2004"	"2004"	622	280551	221.71	247.27
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2005"	"2005"	570	287365	198.35	219.81
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2006"	"2006"	562	298106	188.52	201.63
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2007"	"2007"	554	311391	177.91	190.08
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2008"	"2008"	593	323650	183.22	195.15
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2009"	"2009"	581	332220	174.88	182.94
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2010"	"2010"	585	335865	174.18	178.50
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2011"	"2011"	670	341352	196.28	197.07
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2012"	"2012"	622	346270	179.63	175.90
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2013"	"2013"	644	352399	182.75	173.92
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2014"	"2014"	683	360843	189.28	179.33
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2015"	"2015"	667	369304	180.61	167.75
	"South Carolina"	"45"	"Large Fringe Metro"	"2"	"2016"	"2016"	689	380301	181.17	167.33
	"South Carolina"	"45"	"Medium Metro"	"3"	"1999"	"1999"	5997	2543031	235.82	264.17
	"South Carolina"	"45"	"Medium Metro"	"3"	"2000"	"2000"	6065	2569319	236.05	261.53
	"South Carolina"	"45"	"Medium Metro"	"3"	"2001"	"2001"	5767	2608324	221.10	242.98
	"South Carolina"	"45"	"Medium Metro"	"3"	"2002"	"2002"	5766	2637317	218.63	238.96
	"South Carolina"	"45"	"Medium Metro"	"3"	"2003"	"2003"	5750	2670399	215.32	232.62
	"South Carolina"	"45"	"Medium Metro"	"3"	"2004"	"2004"	5501	2716614	202.49	215.82
	"South Carolina"	"45"	"Medium Metro"	"3"	"2005"	"2005"	5736	2760490	207.79	219.12
	"South Carolina"	"45"	"Medium Metro"	"3"	"2006"	"2006"	5471	2826100	193.59	199.72
	"South Carolina"	"45"	"Medium Metro"	"3"	"2007"	"2007"	5359	2889476	185.47	189.45
	"South Carolina"	"45"	"Medium Metro"	"3"	"2008"	"2008"	5334	2951242	180.74	182.05
	"South Carolina"	"45"	"Medium Metro"	"3"	"2009"	"2009"	5476	2997732	182.67	181.38
	"South Carolina"	"45"	"Medium Metro"	"3"	"2010"	"2010"	5620	3025960	185.73	181.92
	"South Carolina"	"45"	"Medium Metro"	"3"	"2011"	"2011"	5617	3074365	182.70	176.26
	"South Carolina"	"45"	"Medium Metro"	"3"	"2012"	"2012"	5636	3113478	181.02	171.19
	"South Carolina"	"45"	"Medium Metro"	"3"	"2013"	"2013"	5869	3156225	185.95	172.42
	"South Carolina"	"45"	"Medium Metro"	"3"	"2014"	"2014"	5974	3202203	186.56	170.59
	"South Carolina"	"45"	"Medium Metro"	"3"	"2015"	"2015"	6252	3256084	192.01	172.56
	"South Carolina"	"45"	"Medium Metro"	"3"	"2016"	"2016"	6332	3308912	191.36	168.82
	"South Carolina"	"45"	"Small Metro"	"4"	"1999"	"1999"	1115	435890	255.80	274.09
	"South Carolina"	"45"	"Small Metro"	"4"	"2000"	"2000"	1110	439416	252.61	265.19
	"South Carolina"	"45"	"Small Metro"	"4"	"2001"	"2001"	1006	445443	225.84	232.71
	"South Carolina"	"45"	"Small Metro"	"4"	"2002"	"2002"	1126	451362	249.47	254.52
	"South Carolina"	"45"	"Small Metro"	"4"	"2003"	"2003"	1099	454399	241.86	242.94
	"South Carolina"	"45"	"Small Metro"	"4"	"2004"	"2004"	1106	461896	239.45	236.90
	"South Carolina"	"45"	"Small Metro"	"4"	"2005"	"2005"	1107	468592	236.24	229.11
	"South Carolina"	"45"	"Small Metro"	"4"	"2006"	"2006"	1073	476485	225.19	212.79
	"South Carolina"	"45"	"Small Metro"	"4"	"2007"	"2007"	1093	482642	226.46	210.93
	"South Carolina"	"45"	"Small Metro"	"4"	"2008"	"2008"	1104	490287	225.17	205.86
	"South Carolina"	"45"	"Small Metro"	"4"	"2009"	"2009"	1081	495800	218.03	195.97
	"South Carolina"	"45"	"Small Metro"	"4"	"2010"	"2010"	1119	500032	223.79	196.12
	"South Carolina"	"45"	"Small Metro"	"4"	"2011"	"2011"	1133	503500	225.02	192.84
	"South Carolina"	"45"	"Small Metro"	"4"	"2012"	"2012"	1165	508021	229.32	192.40
	"South Carolina"	"45"	"Small Metro"	"4"	"2013"	"2013"	1169	512851	227.94	186.99
	"South Carolina"	"45"	"Small Metro"	"4"	"2014"	"2014"	1238	517971	239.01	190.47
	"South Carolina"	"45"	"Small Metro"	"4"	"2015"	"2015"	1101	521341	211.19	165.83
	"South Carolina"	"45"	"Small Metro"	"4"	"2016"	"2016"	1123	524986	213.91	162.77
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	1230	420711	292.36	281.17
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	1150	423495	271.55	258.91
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	1148	426059	269.45	254.01
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	1203	429115	280.34	259.76
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	1151	430817	267.17	244.29
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	1111	432277	257.01	232.94
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	1071	434013	246.77	220.18
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	1075	437095	245.94	214.50
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	1105	440002	251.14	217.91
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	1087	442409	245.70	209.06
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	1080	443916	243.29	203.27
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	1068	443793	240.65	199.39
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	1062	443085	239.68	195.74
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	1118	442532	252.64	201.12
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	1124	442566	253.97	196.76
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	1177	442271	266.13	203.69
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	1194	442689	269.72	203.75
	"South Carolina"	"45"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	1136	442332	256.82	191.95
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"1999"	"1999"	946	318500	297.02	306.70
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2000"	"2000"	907	319749	283.66	292.56
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2001"	"2001"	890	319752	278.34	282.26
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2002"	"2002"	927	319615	290.04	294.82
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2003"	"2003"	903	319414	282.71	283.86
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2004"	"2004"	842	319583	263.47	261.14
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2005"	"2005"	875	319690	273.70	265.87
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2006"	"2006"	849	320061	265.26	251.34
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2007"	"2007"	881	320599	274.80	253.19
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2008"	"2008"	878	321408	273.17	247.55
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2009"	"2009"	850	320204	265.46	238.37
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2010"	"2010"	903	319714	282.44	250.54
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2011"	"2011"	813	316928	256.53	221.12
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2012"	"2012"	823	313422	262.59	220.20
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2013"	"2013"	842	310798	270.92	222.65
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2014"	"2014"	892	309194	288.49	233.29
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2015"	"2015"	878	306728	286.25	226.39
	"South Carolina"	"45"	"NonCore (non-metro)"	"6"	"2016"	"2016"	915	304588	300.41	228.69
	"South Dakota"	"46"	"Small Metro"	"4"	"1999"	"1999"	708	314906	224.83	233.19
	"South Dakota"	"46"	"Small Metro"	"4"	"2000"	"2000"	684	319770	213.90	220.95
	"South Dakota"	"46"	"Small Metro"	"4"	"2001"	"2001"	667	325962	204.63	210.42
	"South Dakota"	"46"	"Small Metro"	"4"	"2002"	"2002"	706	329975	213.96	217.01
	"South Dakota"	"46"	"Small Metro"	"4"	"2003"	"2003"	637	333954	190.74	193.45
	"South Dakota"	"46"	"Small Metro"	"4"	"2004"	"2004"	611	340749	179.31	179.04
	"South Dakota"	"46"	"Small Metro"	"4"	"2005"	"2005"	615	345722	177.89	175.73
	"South Dakota"	"46"	"Small Metro"	"4"	"2006"	"2006"	579	352435	164.29	160.45
	"South Dakota"	"46"	"Small Metro"	"4"	"2007"	"2007"	592	359533	164.66	157.60
	"South Dakota"	"46"	"Small Metro"	"4"	"2008"	"2008"	609	366831	166.02	157.31
	"South Dakota"	"46"	"Small Metro"	"4"	"2009"	"2009"	629	373294	168.50	158.75
	"South Dakota"	"46"	"Small Metro"	"4"	"2010"	"2010"	594	377258	157.45	147.35
	"South Dakota"	"46"	"Small Metro"	"4"	"2011"	"2011"	610	383783	158.94	147.27
	"South Dakota"	"46"	"Small Metro"	"4"	"2012"	"2012"	603	390844	154.28	140.16
	"South Dakota"	"46"	"Small Metro"	"4"	"2013"	"2013"	617	399773	154.34	138.90
	"South Dakota"	"46"	"Small Metro"	"4"	"2014"	"2014"	660	407018	162.15	143.94
	"South Dakota"	"46"	"Small Metro"	"4"	"2015"	"2015"	687	410897	167.20	142.95
	"South Dakota"	"46"	"Small Metro"	"4"	"2016"	"2016"	701	416324	168.38	145.97
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	542	210628	257.33	210.28
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	613	210647	291.01	236.96
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	574	210804	272.29	220.23
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	546	210881	258.91	207.63
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	560	211592	264.66	206.59
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	507	212818	238.23	183.28
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	481	213547	225.24	174.96
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	520	215388	241.42	180.69
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	486	217473	223.48	167.68
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	472	218662	215.86	163.56
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	516	220193	234.34	172.46
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2010"	"2010"	475	221787	214.17	158.63
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2011"	"2011"	446	223767	199.31	144.69
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2012"	"2012"	478	225468	212.00	153.35
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2013"	"2013"	470	227544	206.55	153.79
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2014"	"2014"	505	228452	221.05	162.22
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2015"	"2015"	472	229663	205.52	147.79
	"South Dakota"	"46"	"Micropolitan (non-metro)"	"5"	"2016"	"2016"	444	230653	192.50	142.61
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"1999"	"1999"	774	224878	344.19	240.91
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2000"	"2000"	808	224427	360.03	249.63
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2001"	"2001"	744	221206	336.34	231.64
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2002"	"2002"	685	219164	312.55	213.51
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2003"	"2003"	746	218183	341.91	233.65
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2004"	"2004"	665	216829	306.69	207.60
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2005"	"2005"	680	216224	314.49	209.97
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2006"	"2006"	658	215210	305.75	204.56
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2007"	"2007"	555	214617	258.60	172.62
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2008"	"2008"	600	213631	280.86	185.35
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2009"	"2009"	633	213580	296.38	192.19
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2010"	"2010"	547	215135	254.26	163.08
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2011"	"2011"	569	216532	262.78	173.40
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2012"	"2012"	587	217042	270.45	175.01
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2013"	"2013"	543	217560	249.59	163.32
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2014"	"2014"	539	217705	247.58	162.87
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2015"	"2015"	552	217909	253.32	165.97
	"South Dakota"	"46"	"NonCore (non-metro)"	"6"	"2016"	"2016"	584	218477	267.31	174.14
	"Tennessee"	"47"	"Large Central Metro"	"1"	"1999"	"1999"	3975	1461077	272.06	323.11
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2000"	"2000"	3912	1467363	266.60	316.59
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2001"	"2001"	3619	1473464	245.61	290.89
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2002"	"2002"	3772	1476849	255.41	301.63
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2003"	"2003"	3674	1483964	247.58	291.57
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2004"	"2004"	3444	1492656	230.73	271.90
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2005"	"2005"	3425	1502988	227.88	266.23
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2006"	"2006"	3134	1517703	206.50	238.99
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2007"	"2007"	3122	1526150	204.57	236.81
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2008"	"2008"	3134	1533334	204.39	232.70
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2009"	"2009"	3002	1543549	194.49	219.20
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2010"	"2010"	2907	1554325	187.03	210.06
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2011"	"2011"	2759	1570563	175.67	191.38
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2012"	"2012"	2845	1589059	179.04	194.91
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2013"	"2013"	3022	1598067	189.10	201.13
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2014"	"2014"	2964	1607150	184.43	195.84
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2015"	"2015"	3176	1616958	196.42	205.42
	"Tennessee"	"47"	"Large Central Metro"	"1"	"2016"	"2016"	3005	1619013	185.61	190.21
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"1999"	"1999"	1984	873494	227.13	287.79
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2000"	"2000"	2033	891473	228.05	290.01
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2001"	"2001"	1974	917907	215.05	270.14
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2002"	"2002"	2112	937970	225.17	283.88
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2003"	"2003"	2048	958750	213.61	265.40
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2004"	"2004"	1864	983022	189.62	235.06
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2005"	"2005"	1931	1011376	190.93	234.67
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2006"	"2006"	1997	1048933	190.38	229.21
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2007"	"2007"	1948	1083153	179.85	212.97
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2008"	"2008"	2038	1112255	183.23	215.48
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2009"	"2009"	1946	1132487	171.83	199.55
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2010"	"2010"	2005	1143703	175.31	199.12
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2011"	"2011"	2039	1162982	175.33	192.88
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2012"	"2012"	1990	1178762	168.82	179.72
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2013"	"2013"	2053	1199586	171.14	178.82
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2014"	"2014"	2270	1224936	185.32	190.32
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2015"	"2015"	2315	1252491	184.83	186.00
	"Tennessee"	"47"	"Large Fringe Metro"	"2"	"2016"	"2016"	2247	1281781	175.30	172.83
	"Tennessee"	"47"	"Medium Metro"	"3"	"1999"	"1999"	4034	1427799	282.53	276.17
	"Tennessee"	"47"	"Medium Metro"	"3"	"2000"	"2000"	3876	1436680	269.79	261.56
	"Tennessee"	"47"	"Medium Metro"	"3"	"2001"	"2001"	3937	1449541	271.60	260.99
	"Tennessee"	"47"	"Medium Metro"	"3"	"2002"	"2002"	3813	1460346	261.10	249.83
	"Tennessee"	"47"	"Medium Metro"	"3"	"2003"	"2003"	3818	1472548	259.28	245.88
	"Tennessee"	"47"	"Medium Metro"	"3"	"2004"	"2004"	3688	1487309	247.96	233.92
	"Tennessee"	"47"	"Medium Metro"	"3"	"2005"	"2005"	3587	1509264	237.67	221.18
	"Tennessee"	"47"	"Medium Metro"	"3"	"2006"	"2006"	3513	1530795	229.49	208.96
	"Tennessee"	"47"	"Medium Metro"	"3"	"2007"	"2007"	3347	1555377	215.19	194.50
	"Tennessee"	"47"	"Medium Metro"	"3"	"2008"	"2008"	3443	1572722	218.92	195.50
	"Tennessee"	"47"	"Medium Metro"	"3"	"2009"	"2009"	3557	1591184	223.54	196.75
	"Tennessee"	"47"	"Medium Metro"	"3"	"2010"	"2010"	3673	1602370	229.22	198.93
	"Tennessee"	"47"	"Medium Metro"	"3"	"2011"	"2011"	3505	1617587	216.68	185.02
	"Tennessee"	"47"	"Medium Metro"	"3"	"2012"	"2012"	3706	1634450	226.74	191.54
	"Tennessee"	"47"	"Medium Metro"	"3"	"2013"	"2013"	3591	1641957	218.70	181.22
	"Tennessee"	"47"	"Medium Metro"	"3"	"2014"	"2014"	3778	1655659	228.19	187.31
	"Tennessee"	"47"	"Medium Metro"	"3"	"2015"	"2015"	3840	1665561	230.55	186.72
	"Tennessee"	"47"	"Medium Metro"	"3"	"2016"	"2016"	3714	1678591	221.26	177.04
	"Tennessee"	"47"	"Small Metro"	"4"	"1999"	"1999"	1405	505364	278.02	266.39
	"Tennessee"	"47"	"Small Metro"	"4"	"2000"	"2000"	1497	509953	293.56	279.95
	"Tennessee"	"47"	"Small Metro"	"4"	"2001"	"2001"	1469	514690	285.41	270.54
	"Tennessee"	"47"	"Small Metro"	"4"	"2002"	"2002"	1494	517761	288.55	270.79
	"Tennessee"	"47"	"Small Metro"	"4"	"2003"	"2003"	1617	521971	309.79	289.28
	"Tennessee"	"47"	"Small Metro"	"4"	"2004"	"2004"	1498	527081	284.21	264.69
	"Tennessee"	"47"	"Small Metro"	"4"	"2005"	"2005"	1443	532487	270.99	251.21
	"Tennessee"	"47"	"Small Metro"	"4"	"2006"	"2006"	1492	540430	276.08	250.77
	"Tennessee"	"47"	"Small Metro"	"4"	"2007"	"2007"	1449	546664	265.06	240.17
	"Tennessee"	"47"	"Small Metro"	"4"	"2008"	"2008"	1460	552108	264.44	237.75
	"Tennessee"	"47"	"Small Metro"	"4"	"2009"	"2009"	1449	555570	260.81	228.97
	"Tennessee"	"47"	"Small Metro"	"4"	"2010"	"2010"	1534	558466	274.68	239.56
	"Tennessee"	"47"	"Small Metro"	"4"	"2011"	"2011"	1465	561329	260.99	220.78
	"Tennessee"	"47"	"Small Metro"	"4"	"2012"	"2012"	1466	563891	259.98	215.95
	"Tennessee"	"47"	"Small Metro"	"4"	"2013"	"2013"	1513	565346	267.62	219.25
	"Tennessee"	"47"	"Small Metro"	"4"	"2014"	"2014"	1541	566734	271.91	218.99
	"Tennessee"	"47"	"Small Metro"	"4"	"2015"	"2015"	1568	567836	276.14	217.83
	"Tennessee"	"47"	"Small Metro"	"4"	"2016"	"2016"	1532	569770	268.88	206.81
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"1999"	"1999"	2517	748183	336.42	306.23
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2000"	"2000"	2471	756596	326.59	297.39
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2001"	"2001"	2417	764885	316.00	286.38
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2002"	"2002"	2618	771946	339.14	307.31
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2003"	"2003"	2498	778421	320.91	290.41
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2004"	"2004"	2378	786630	302.30	270.28
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2005"	"2005"	2402	797240	301.29	266.97
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2006"	"2006"	2385	809064	294.79	257.50
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2007"	"2007"	2304	818283	281.57	242.26
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2008"	"2008"	2415	826681	292.13	248.96
	"Tennessee"	"47"	"Micropolitan (non-metro)"	"5"	"2009"	"2009"	2323	832221	279.13	235.37
